incident nummer,Incident categorie,totale minuten open,Prioriteit incident
1189621,1e lijns beheer (Helpdesk),1313,E8
1189622,1e lijns beheer (Helpdesk),1304,E8
1189624,3e lijns (Technische incidenten),43039,E8
1189628,3e lijns (Technische incidenten),43047,E8
1189629,2e lijns (Doorgezette incidenten),1299,E8
1189630,Functioneel beheer,1294,E8
1189631,Hardware / Werkplekbeheer,1354,E8
1189632,2e lijns (Doorgezette incidenten),1379,E8
1189634,2e lijns (Doorgezette incidenten),1290,E8
1189638,Hardware / Werkplekbeheer,1326,E8
1189641,2e lijns (Doorgezette incidenten),1272,E8
1189643,Functioneel beheer,1674,E8
1189647,2e lijns (Doorgezette incidenten),1271,E8
1189649,2e lijns (Doorgezette incidenten),1274,E8
1189652,2e lijns (Doorgezette incidenten),1244,E8
1189653,2e lijns (Doorgezette incidenten),1239,E8
1189654,1e lijns beheer (Helpdesk),1235,E8
1189655,1e lijns beheer (Helpdesk),1230,E8
1189656,Hardware / Werkplekbeheer,1256,E8
1189658,2e lijns (Doorgezette incidenten),1226,E8
1189659,1e lijns beheer (Helpdesk),1220,E8
1189660,Telefonie / Communicatie,1250,E8
1189661,2e lijns (Doorgezette incidenten),1207,E8
1189664,Hardware / Werkplekbeheer,1410,E8
1189665,2e lijns (Doorgezette incidenten),1190,E8
1189666,1e lijns beheer (Helpdesk),1179,E8
1189668,2e lijns (Doorgezette incidenten),1174,E8
1189671,1e lijns beheer (Helpdesk),1166,E8
1189673,2e lijns (Doorgezette incidenten),1223,E8
1189674,2e lijns (Doorgezette incidenten),1160,E8
1189675,Hardware / Werkplekbeheer,1186,E8
1189678,1e lijns beheer (Helpdesk),1151,E8
1189679,2e lijns (Doorgezette incidenten),1151,E8
1189680,Functioneel beheer,7026,E8
1189682,1e lijns beheer (Helpdesk),1141,E8
1189686,2e lijns (Doorgezette incidenten),1163,E8
1189687,1e lijns beheer (Helpdesk),1136,E8
1189694,2e lijns (Doorgezette incidenten),1111,E8
1189695,2e lijns (Doorgezette incidenten),1102,E8
1189697,Hardware / Werkplekbeheer,2906,E8
1189698,2e lijns (Doorgezette incidenten),1084,E8
1189702,1e lijns beheer (Helpdesk),1068,E8
1189704,2e lijns (Doorgezette incidenten),1073,E8
1189707,Hardware / Werkplekbeheer,1107,E8
1189710,Hardware / Werkplekbeheer,1173,E8
1189711,Hardware / Werkplekbeheer,1109,E8
1189712,2e lijns (Doorgezette incidenten),1087,E8
1189714,Hardware / Werkplekbeheer,2617,E8
1189716,2e lijns (Doorgezette incidenten),6800,E8
1189719,1e lijns beheer (Helpdesk),4,E8
1189723,3e lijns (Technische incidenten),11586,E8
1189725,2e lijns (Doorgezette incidenten),6,E8
1189727,Functioneel beheer,4,E8
1189732,Functioneel beheer,3,E8
1189735,1e lijns beheer (Helpdesk),2,E8
1189736,1e lijns beheer (Helpdesk),5,E8
1189738,2e lijns (Doorgezette incidenten),1,E8
1189741,1e lijns beheer (Helpdesk),7,E8
1189742,1e lijns beheer (Helpdesk),5,E8
1189743,2e lijns (Doorgezette incidenten),6,E8
1189744,2e lijns (Doorgezette incidenten),4,E8
1189749,Functioneel beheer,5,E8
1189750,2e lijns (Doorgezette incidenten),1,E8
1189751,Functioneel beheer,77,E8
1189752,Functioneel beheer,3,E8
1189753,Functioneel beheer,28,E8
1189754,Functioneel beheer,5,E8
1189756,Functioneel beheer,1,E8
1189757,Functioneel beheer,953,E8
1189758,Hardware / Werkplekbeheer,46,E8
1189760,Functioneel beheer,1,E8
1189762,Functioneel beheer,1,E8
1189763,Functioneel beheer,2,E8
1189764,2e lijns (Doorgezette incidenten),1,E8
1189765,Functioneel beheer,2,E8
1189766,Functioneel beheer,1,E8
1189767,2e lijns (Doorgezette incidenten),44,E8
1189768,2e lijns (Doorgezette incidenten),7223,E8
1189769,Functioneel beheer,2,E8
1189771,Hardware / Werkplekbeheer,22850,E8
1189772,2e lijns (Doorgezette incidenten),6,E8
1189773,Functioneel beheer,33,E8
1189776,2e lijns (Doorgezette incidenten),2591,E8
1189777,Functioneel beheer,5,E8
1189778,2e lijns (Doorgezette incidenten),2,E8
1189779,2e lijns (Doorgezette incidenten),1,E8
1189780,2e lijns (Doorgezette incidenten),2,E8
1189784,Functioneel beheer,323946,E8
1189797,2e lijns (Doorgezette incidenten),7416,E8
1189799,2e lijns (Doorgezette incidenten),7258,E8
1189800,2e lijns (Doorgezette incidenten),7364,E8
1189802,2e lijns (Doorgezette incidenten),7268,E8
1189804,1e lijns beheer (Helpdesk),7247,E8
1189805,2e lijns (Doorgezette incidenten),7263,E8
1189807,2e lijns (Doorgezette incidenten),149833,EW
1189808,2e lijns (Doorgezette incidenten),149831,E8
1189809,2e lijns (Doorgezette incidenten),7258,E8
1189812,3e lijns (Technische incidenten),19051,E8
1189813,2e lijns (Doorgezette incidenten),7244,E8
1189815,Functioneel beheer,7241,E8
1189816,2e lijns (Doorgezette incidenten),7230,E8
1189817,2e lijns (Doorgezette incidenten),7233,E8
1189818,1e lijns beheer (Helpdesk),7232,E8
1189821,2e lijns (Doorgezette incidenten),7248,E8
1189822,2e lijns (Doorgezette incidenten),7224,E8
1189823,2e lijns (Doorgezette incidenten),7246,E8
1189826,2e lijns (Doorgezette incidenten),7227,E8
1189828,1e lijns beheer (Helpdesk),7224,E8
1189829,2e lijns (Doorgezette incidenten),7240,E8
1189830,2e lijns (Doorgezette incidenten),7694,E8
1189831,2e lijns (Doorgezette incidenten),7142,E8
1189832,1e lijns beheer (Helpdesk),7215,E8
1189833,Functioneel beheer,7214,E8
1189834,2e lijns (Doorgezette incidenten),7241,E8
1189835,2e lijns (Doorgezette incidenten),7310,E8
1189836,2e lijns (Doorgezette incidenten),7256,E8
1189837,1e lijns beheer (Helpdesk),7207,E8
1189838,2e lijns (Doorgezette incidenten),7207,E8
1189839,2e lijns (Doorgezette incidenten),7660,E8
1189841,2e lijns (Doorgezette incidenten),7200,E8
1189842,2e lijns (Doorgezette incidenten),7247,E8
1189845,1e lijns beheer (Helpdesk),7192,E8
1189848,Functioneel beheer,7510,E8
1189850,2e lijns (Doorgezette incidenten),7186,E8
1189851,2e lijns (Doorgezette incidenten),7182,E8
1189852,1e lijns beheer (Helpdesk),7181,E8
1189854,Functioneel beheer,323005,E8
1189856,1e lijns beheer (Helpdesk),7179,E8
1189857,2e lijns (Doorgezette incidenten),7386,E8
1189858,2e lijns (Doorgezette incidenten),7199,E8
1189860,2e lijns (Doorgezette incidenten),7161,E8
1189863,2e lijns (Doorgezette incidenten),7232,E8
1189871,1e lijns beheer (Helpdesk),7152,E8
1189872,Functioneel beheer,7159,E8
1189873,2e lijns (Doorgezette incidenten),7145,E8
1189874,2e lijns (Doorgezette incidenten),7144,E8
1189876,Functioneel beheer,7132,E8
1189879,Functioneel beheer,7129,E8
1189880,Telefonie / Communicatie,7191,E8
1189885,Functioneel beheer,7067,E8
1189890,2e lijns (Doorgezette incidenten),7273,E8
1189894,Hardware / Werkplekbeheer,7229,E8
1189895,Hardware / Werkplekbeheer,7198,E8
1189897,2e lijns (Doorgezette incidenten),7206,E8
1189899,2e lijns (Doorgezette incidenten),7120,E8
1189901,Telefonie / Communicatie,7425,E8
1189902,Hardware / Werkplekbeheer,7254,E8
1189903,2e lijns (Doorgezette incidenten),7114,E8
1189904,2e lijns (Doorgezette incidenten),7549,E8
1189905,Telefonie / Communicatie,7628,E8
1189907,Functioneel beheer,7463,E8
1189908,Functioneel beheer,10062,E8
1189909,2e lijns (Doorgezette incidenten),7071,E8
1189910,Telefonie / Communicatie,7291,E8
1189912,2e lijns (Doorgezette incidenten),7514,E8
1189913,Functioneel beheer,8976,E1
1189917,2e lijns (Doorgezette incidenten),7508,E8
1189918,Telefonie / Communicatie,7503,E8
1189919,Hardware / Werkplekbeheer,7354,E8
1189921,2e lijns (Doorgezette incidenten),7541,E8
1189922,2e lijns (Doorgezette incidenten),7541,E8
1189924,2e lijns (Doorgezette incidenten),7500,E8
1189928,Hardware / Werkplekbeheer,1392,E8
1190029,Functioneel beheer,2882,E8
1190032,1e lijns beheer (Helpdesk),8,E8
1190033,Functioneel beheer,17156,E8
1190034,Functioneel beheer,4337,E8
1190037,2e lijns (Doorgezette incidenten),63,E8
1190039,2e lijns (Doorgezette incidenten),2,E8
1190040,Hardware / Werkplekbeheer,104,E8
1190043,2e lijns (Doorgezette incidenten),1,E8
1190044,1e lijns beheer (Helpdesk),3,E8
1190045,2e lijns (Doorgezette incidenten),6,E8
1190047,Hardware / Werkplekbeheer,42,E8
1190048,2e lijns (Doorgezette incidenten),57371,EW
1190049,Functioneel beheer,11774,E8
1190052,1e lijns beheer (Helpdesk),1,E8
1190055,2e lijns (Doorgezette incidenten),44,E8
1190059,2e lijns (Doorgezette incidenten),45,E8
1190069,2e lijns (Doorgezette incidenten),4,E8
1190075,2e lijns (Doorgezette incidenten),5,E8
1190076,2e lijns (Doorgezette incidenten),3,E8
1190077,2e lijns (Doorgezette incidenten),2,E8
1190081,2e lijns (Doorgezette incidenten),7,E8
1190083,Functioneel beheer,2,E8
1190084,2e lijns (Doorgezette incidenten),12,E8
1190085,Functioneel beheer,1,E8
1190087,Hardware / Werkplekbeheer,82,E8
1190088,2e lijns (Doorgezette incidenten),10,E8
1190092,Functioneel beheer,21,E8
1190095,Hardware / Werkplekbeheer,100,E8
1190097,3e lijns (Technische incidenten),36136,E8
1190097,3e lijns (Technische incidenten),36138,E8
1190100,2e lijns (Doorgezette incidenten),25,E8
1190101,Hardware / Werkplekbeheer,27,E8
1190102,2e lijns (Doorgezette incidenten),21,E8
1190103,Telefonie / Communicatie,15639,E8
1190104,2e lijns (Doorgezette incidenten),14,E8
1190105,2e lijns (Doorgezette incidenten),1,E8
1190106,1e lijns beheer (Helpdesk),2,E8
1190107,2e lijns (Doorgezette incidenten),6,E8
1190108,Hardware / Werkplekbeheer,93,E8
1190110,1e lijns beheer (Helpdesk),36,E8
1190111,2e lijns (Doorgezette incidenten),2,E8
1190112,Hardware / Werkplekbeheer,5798,EW
1190113,2e lijns (Doorgezette incidenten),5583,E8
1190114,3e lijns (Technische incidenten),5581,EW
1190115,Functioneel beheer,5479,E8
1190118,2e lijns (Doorgezette incidenten),1,E8
1190120,2e lijns (Doorgezette incidenten),24,E8
1190121,2e lijns (Doorgezette incidenten),1,E8
1190122,2e lijns (Doorgezette incidenten),13,E8
1190132,Hardware / Werkplekbeheer,1137,E4
1190135,1e lijns beheer (Helpdesk),3,E8
1190137,2e lijns (Doorgezette incidenten),3,E8
1190138,2e lijns (Doorgezette incidenten),3,E8
1190140,2e lijns (Doorgezette incidenten),3,E8
1190144,2e lijns (Doorgezette incidenten),13,E8
1190146,2e lijns (Doorgezette incidenten),22,E8
1190148,2e lijns (Doorgezette incidenten),18631,E8
1190149,2e lijns (Doorgezette incidenten),135,E8
1190153,2e lijns (Doorgezette incidenten),88,E8
1190156,2e lijns (Doorgezette incidenten),23,E8
1190157,2e lijns (Doorgezette incidenten),5340,E8
1190159,2e lijns (Doorgezette incidenten),8,E8
1190162,2e lijns (Doorgezette incidenten),9,E8
1190164,2e lijns (Doorgezette incidenten),8,E8
1190166,2e lijns (Doorgezette incidenten),55,E8
1190167,2e lijns (Doorgezette incidenten),2,E8
1190168,Functioneel beheer,12,E8
1190171,2e lijns (Doorgezette incidenten),53,E8
1190173,Hardware / Werkplekbeheer,1043,E8
1190176,2e lijns (Doorgezette incidenten),54,E8
1190177,2e lijns (Doorgezette incidenten),1,E8
1190179,1e lijns beheer (Helpdesk),1,E8
1190180,2e lijns (Doorgezette incidenten),58,E8
1190187,2e lijns (Doorgezette incidenten),19685,E8
1190188,Functioneel beheer,20185,E8
1190189,Functioneel beheer,20181,E8
1190191,2e lijns (Doorgezette incidenten),20167,E8
1190194,2e lijns (Doorgezette incidenten),46,E8
1190195,2e lijns (Doorgezette incidenten),4,E8
1190196,2e lijns (Doorgezette incidenten),2,E8
1190199,Functioneel beheer,6,E8
1190201,2e lijns (Doorgezette incidenten),17,E8
1190203,Functioneel beheer,37293,E8
1190204,3e lijns (Technische incidenten),37064,E8
1190209,3e lijns (Technische incidenten),37471,E8
1190211,3e lijns (Technische incidenten),37057,E8
1190212,Functioneel beheer,37274,E8
1190213,3e lijns (Technische incidenten),37051,E8
1190215,3e lijns (Technische incidenten),37044,E8
1190217,Hardware / Werkplekbeheer,36148,E8
1190218,3e lijns (Technische incidenten),36103,E8
1190220,2e lijns (Doorgezette incidenten),1,E8
1190222,2e lijns (Doorgezette incidenten),4,E8
1190225,3e lijns (Technische incidenten),16256,E8
1190226,2e lijns (Doorgezette incidenten),49,E8
1190227,2e lijns (Doorgezette incidenten),53,E8
1190228,Hardware / Werkplekbeheer,137,E8
1190230,Hardware / Werkplekbeheer,131,E8
1190231,1e lijns beheer (Helpdesk),2,E8
1190235,1e lijns beheer (Helpdesk),1,E8
1190237,2e lijns (Doorgezette incidenten),3,E8
1190238,1e lijns beheer (Helpdesk),1,E8
1190240,Hardware / Werkplekbeheer,388,E8
1190241,2e lijns (Doorgezette incidenten),7,E8
1190242,2e lijns (Doorgezette incidenten),4,E8
1190244,Hardware / Werkplekbeheer,120,E8
1190246,2e lijns (Doorgezette incidenten),205,E8
1190247,1e lijns beheer (Helpdesk),1,E8
1190250,2e lijns (Doorgezette incidenten),23,E8
1190251,Functioneel beheer,18727,E8
1190253,2e lijns (Doorgezette incidenten),3,E8
1190254,2e lijns (Doorgezette incidenten),2,E8
1190258,Functioneel beheer,23,E8
1190259,Functioneel beheer,33,E8
1190260,Hardware / Werkplekbeheer,52,E8
1190262,3e lijns (Technische incidenten),51,E8
1190266,Hardware / Werkplekbeheer,80,E8
1190268,Hardware / Werkplekbeheer,341,E8
1190269,1e lijns beheer (Helpdesk),4,E8
1190271,2e lijns (Doorgezette incidenten),9,E8
1190273,2e lijns (Doorgezette incidenten),318,E8
1190274,Functioneel beheer,35,E8
1190279,2e lijns (Doorgezette incidenten),142,E8
1190285,1e lijns beheer (Helpdesk),65,E8
1190286,2e lijns (Doorgezette incidenten),1,E8
1190288,Telefonie / Communicatie,271,E8
1190296,Hardware / Werkplekbeheer,263,E8
1190299,2e lijns (Doorgezette incidenten),16,E8
1190308,2e lijns (Doorgezette incidenten),1,E8
1190309,Hardware / Werkplekbeheer,243,E8
1190313,1e lijns beheer (Helpdesk),24,E8
1190314,2e lijns (Doorgezette incidenten),62,E8
1190319,Hardware / Werkplekbeheer,21,E8
1190320,1e lijns beheer (Helpdesk),1,E8
1190322,Functioneel beheer,4,E8
1190324,2e lijns (Doorgezette incidenten),2,E8
1190325,2e lijns (Doorgezette incidenten),4,E8
1190329,2e lijns (Doorgezette incidenten),9,E8
1190333,1e lijns beheer (Helpdesk),1,E8
1190334,2e lijns (Doorgezette incidenten),8,E8
1190335,Hardware / Werkplekbeheer,191,E8
1190336,Functioneel beheer,4333,E8
1190339,Telefonie / Communicatie,185,E8
1190340,Hardware / Werkplekbeheer,8607,E8
1190341,2e lijns (Doorgezette incidenten),2,E8
1190342,2e lijns (Doorgezette incidenten),16,E8
1190345,Functioneel beheer,2,E8
1190349,Functioneel beheer,1,E8
1190351,2e lijns (Doorgezette incidenten),34,E8
1190356,2e lijns (Doorgezette incidenten),31,E8
1190357,2e lijns (Doorgezette incidenten),79,E8
1190358,2e lijns (Doorgezette incidenten),1,E8
1190359,2e lijns (Doorgezette incidenten),122,E8
1190360,Hardware / Werkplekbeheer,187,E8
1190361,2e lijns (Doorgezette incidenten),2,E8
1190363,2e lijns (Doorgezette incidenten),2,E8
1190368,2e lijns (Doorgezette incidenten),101,E8
1190369,3e lijns (Technische incidenten),56161,E8
1190370,2e lijns (Doorgezette incidenten),89,E8
1190371,2e lijns (Doorgezette incidenten),7,E8
1190375,Hardware / Werkplekbeheer,76240,E8
1190377,2e lijns (Doorgezette incidenten),76014,E8
1190378,3e lijns (Technische incidenten),76265,E8
1190380,3e lijns (Technische incidenten),76259,E8
1190382,Hardware / Werkplekbeheer,76017,E8
1190383,2e lijns (Doorgezette incidenten),76027,EW
1190385,2e lijns (Doorgezette incidenten),75943,E8
1190390,3e lijns (Technische incidenten),76179,EW
1190391,2e lijns (Doorgezette incidenten),20,E8
1190394,Functioneel beheer,21,E8
1190398,Functioneel beheer,6,E8
1190402,2e lijns (Doorgezette incidenten),2,E8
1190405,2e lijns (Doorgezette incidenten),1,E8
1190406,2e lijns (Doorgezette incidenten),7,E8
1190407,2e lijns (Doorgezette incidenten),5,E8
1190408,2e lijns (Doorgezette incidenten),1,E8
1190409,2e lijns (Doorgezette incidenten),3,E8
1190410,2e lijns (Doorgezette incidenten),1,E8
1190412,Hardware / Werkplekbeheer,102,E8
1190414,2e lijns (Doorgezette incidenten),1,E8
1190415,Hardware / Werkplekbeheer,94,E8
1190416,Functioneel beheer,5,E8
1190419,Functioneel beheer,1,E8
1190423,2e lijns (Doorgezette incidenten),11,E8
1190427,2e lijns (Doorgezette incidenten),12,E8
1190429,2e lijns (Doorgezette incidenten),3,E8
1190430,2e lijns (Doorgezette incidenten),7,E8
1190434,Functioneel beheer,175375,E8
1190436,Hardware / Werkplekbeheer,28,E8
1190437,2e lijns (Doorgezette incidenten),2,E8
1190438,2e lijns (Doorgezette incidenten),2,E8
1190442,2e lijns (Doorgezette incidenten),2,E8
1190443,2e lijns (Doorgezette incidenten),2,E8
1190444,2e lijns (Doorgezette incidenten),2,E8
1190445,2e lijns (Doorgezette incidenten),4,E8
1190448,Functioneel beheer,33757,E8
1190457,2e lijns (Doorgezette incidenten),540,E8
1190458,Hardware / Werkplekbeheer,192,E8
1190459,2e lijns (Doorgezette incidenten),5,E8
1190460,2e lijns (Doorgezette incidenten),18,E8
1190462,1e lijns beheer (Helpdesk),1,E8
1190465,Hardware / Werkplekbeheer,28,E8
1190468,1e lijns beheer (Helpdesk),7,E8
1190470,Hardware / Werkplekbeheer,265,E8
1190473,2e lijns (Doorgezette incidenten),4,E8
1190476,Hardware / Werkplekbeheer,330,E8
1190481,2e lijns (Doorgezette incidenten),7,E8
1190487,2e lijns (Doorgezette incidenten),41,E8
1190488,1e lijns beheer (Helpdesk),2,E8
1190490,2e lijns (Doorgezette incidenten),392,E8
1190493,2e lijns (Doorgezette incidenten),28,E8
1190494,1e lijns beheer (Helpdesk),4,E8
1190495,Functioneel beheer,1,E8
1190496,Functioneel beheer,10,E8
1190497,2e lijns (Doorgezette incidenten),68,E8
1190498,2e lijns (Doorgezette incidenten),429,E8
1190502,Hardware / Werkplekbeheer,19,E8
1190504,3e lijns (Technische incidenten),11,E8
1190505,Hardware / Werkplekbeheer,85,E8
1190507,2e lijns (Doorgezette incidenten),2,E8
1190508,2e lijns (Doorgezette incidenten),75,E8
1190509,2e lijns (Doorgezette incidenten),1,E8
1190510,Hardware / Werkplekbeheer,43,E8
1190511,2e lijns (Doorgezette incidenten),10,E8
1190514,2e lijns (Doorgezette incidenten),5,E8
1190515,1e lijns beheer (Helpdesk),1,E8
1190517,2e lijns (Doorgezette incidenten),40,E8
1190518,2e lijns (Doorgezette incidenten),2,E8
1190519,Hardware / Werkplekbeheer,4484,E8
1190520,1e lijns beheer (Helpdesk),5,E8
1190524,2e lijns (Doorgezette incidenten),3,E8
1190526,Hardware / Werkplekbeheer,397,E8
1190527,Hardware / Werkplekbeheer,432,E8
1190528,Functioneel beheer,475,E8
1190532,Hardware / Werkplekbeheer,122,E8
1190534,1e lijns beheer (Helpdesk),4,E8
1190535,2e lijns (Doorgezette incidenten),2,E8
1190536,Functioneel beheer,2,E8
1190542,2e lijns (Doorgezette incidenten),45,E8
1190545,2e lijns (Doorgezette incidenten),4,E8
1190547,1e lijns beheer (Helpdesk),2,E8
1190548,2e lijns (Doorgezette incidenten),2,E8
1190556,Functioneel beheer,2,E8
1190557,2e lijns (Doorgezette incidenten),8,E8
1190558,1e lijns beheer (Helpdesk),24,E8
1190560,2e lijns (Doorgezette incidenten),25,E8
1190563,2e lijns (Doorgezette incidenten),35,E8
1190567,Hardware / Werkplekbeheer,326,E8
1190571,Functioneel beheer,47,E8
1190574,1e lijns beheer (Helpdesk),1,E8
